880301100,02/04/2009,13643,"Serv Publi NEXTEL C. ARGENTINA","D",276.10,"   1008773411",0
220408600,02/04/2009,13643,"Serv Publi NEXTEL C. ARGENTINA","H",276.10,"   1008773411",0
880301100,03/04/2009,13645,"Serv Publi TELEFONICA DE ARGEN","D",34.11,"    320090403",0
220408200,03/04/2009,13645,"Serv Publi TELEFONICA DE ARGEN","H",34.11,"    320090403",0
220408600,13/04/2009,13647,"NEXTEL","D",276.10,"",0
100300200,13/04/2009,13647,"NEXTEL","H",276.10,"",0
220407800,13/04/2009,13647,"METROGAS CORRIENTES","D",16.89,"",0
100300200,13/04/2009,13647,"METROGAS CORRIENTES","H",16.89,"",0
220500100,14/04/2009,13648,"A.F.I.P. SUS","D",57555.41,"",0
100300700,14/04/2009,13648,"A.F.I.P. SUS","H",57555.41,"",0
220700800,16/04/2009,13649,"CARLOS O.BERGNA CTA.PARTICULAR","D",183.00,"",0
100300200,16/04/2009,13649,"CARLOS O.BERGNA CTA.PARTICULAR","H",183.00,"",0
100702600,01/04/2009,13650,"GAS NATURAL 31-3","D",4.77,"131713774",0
100702600,01/04/2009,13650,"GAS NATURAL 31-3","D",0.88,"131713774",0
880301100,01/04/2009,13650,"GAS NATURAL 31-3","H",5.65,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",4791.05,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",4791.05,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",5083.98,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",5083.98,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",5392.93,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",5392.93,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",1429.01,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",1429.01,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",1859.02,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",1859.02,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",1876.17,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",1876.17,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",1900.65,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",1900.65,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",1996.06,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",1996.06,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",2142.81,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",2142.81,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",2704.77,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",2704.77,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",2807.87,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",2807.87,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",3218.72,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",3218.72,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",3929.22,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",3929.22,"",0
220500110,16/04/2009,13652,"A.F.I.P. RAF SUS","D",4211.39,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF SUS","H",4211.39,"",0
220603900,16/04/2009,13652,"A.F.I.P. RAF PART. SOC.","D",1018.86,"",0
100300700,16/04/2009,13652,"A.F.I.P. RAF PART. SOC.","H",1018.86,"",0
880301100,09/04/2009,13658,"Serv Publi TELEFONICA DE ARGEN","D",98.58,"      9171252",0
220408200,09/04/2009,13658,"Serv Publi TELEFONICA DE ARGEN","H",98.58,"      9171252",0
880300400,01/04/2009,13666,"Cpra Comes ANALIA E. BUJANDA","D",318.12,"    100000553",0
220401100,01/04/2009,13666,"Cpra Comes ANALIA E. BUJANDA","H",318.12,"    100000553",0
880300400,03/04/2009,13668,"Cpra Comes ANALIA E. BUJANDA","D",352.80,"    100000554",0
220401100,03/04/2009,13668,"Cpra Comes ANALIA E. BUJANDA","H",352.80,"    100000554",0
880300300,01/04/2009,13670,"Cpra Medic VELAZCO 409 S.A.","D",2400.00,"    100002698",0
220426300,01/04/2009,13670,"Cpra Medic VELAZCO 409 S.A.","H",2400.00,"    100002698",0
880300400,02/04/2009,13674,"Cpra Comes MASTELLONE HNOS. S.","D",55.80,"   8822452875",0
220400300,02/04/2009,13674,"Cpra Comes MASTELLONE HNOS. S.","H",55.80,"   8822452875",0
880300400,03/04/2009,13676,"Cpra Comes MASTELLONE HNOS. S.","D",55.80,"   8822463222",0
220400300,03/04/2009,13676,"Cpra Comes MASTELLONE HNOS. S.","H",55.80,"   8822463222",0
880300400,04/04/2009,13678,"Cpra Comes MASTELLONE HNOS. S.","D",55.80,"   8822470948",0
220400300,04/04/2009,13678,"Cpra Comes MASTELLONE HNOS. S.","H",55.80,"   8822470948",0
880300400,06/04/2009,13680,"Cpra Comes MASTELLONE HNOS. S.","D",55.80,"   8822480929",0
220400300,06/04/2009,13680,"Cpra Comes MASTELLONE HNOS. S.","H",55.80,"   8822480929",0
880300400,07/04/2009,13682,"Cpra Comes MASTELLONE HNOS. S.","D",55.80,"   8822491413",0
