212010001,26426,"D",289662.64,1,03/01/2011,0,"PAGO SUELDOS DICIEMBRE 2010",0,0,0,2,27/12/2010,""
212010001,26426,"D",33415.74,1,03/01/2011,0,"PAGO SUELDOS DICIEMBRE 2010",0,0,0,2,27/12/2010,""
112010013,26426,"H",289662.64,1,03/01/2011,0,"PAGO SUELDOS DICIEMBRE 2010",0,0,0,2,27/12/2010,""
411030001,26426,"H",33415.74,1,03/01/2011,0,"SUELDOS HERMANOS DICIEMBRE 2010",0,0,0,2,27/12/2010,""
111010003,26468,"D",1603.01,1,03/01/2011,0,"DE LA CASA",0,0,0,2,03/01/2011,""
121040001,26468,"H",1603.01,1,03/01/2011,0,"DE LA CASA",0,0,0,2,03/01/2011,""
111010003,26468,"D",153.00,1,03/01/2011,0,"VILARCHAO",0,0,0,2,03/01/2011,""
121040001,26468,"H",153.00,1,03/01/2011,0,"VILARCHAO",0,0,0,2,03/01/2011,""
417030002,26469,"D",95.00,1,03/01/2011,0,"REMIS",0,0,0,2,03/01/2011,""
111010003,26469,"H",95.00,1,03/01/2011,0,"REMIS",0,0,0,2,03/01/2011,""
417160001,26469,"D",220.00,1,03/01/2011,0,"ACOMPA¥AMIENTO PACIENTES",0,0,0,2,03/01/2011,""
111010003,26469,"H",220.00,1,03/01/2011,0,"ACOMPA¥AMIENTO PACIENTES",0,0,0,2,03/01/2011,""
416030001,26469,"D",475.00,1,03/01/2011,0,"FREIRE Y CIA",0,0,0,2,03/01/2011,""
111010003,26469,"H",475.00,1,03/01/2011,0,"FREIRE Y CIA",0,0,0,2,03/01/2011,""
417010001,26469,"D",38.30,1,03/01/2011,0,"OCA",0,0,0,2,03/01/2011,""
111010003,26469,"H",38.30,1,03/01/2011,0,"OCA",0,0,0,2,03/01/2011,""
415050001,26469,"D",160.00,1,03/01/2011,0,"LA PANADERIA",0,0,0,2,03/01/2011,""
111010003,26469,"H",160.00,1,03/01/2011,0,"LA PANADERIA",0,0,0,2,03/01/2011,""
415050001,26469,"D",121.13,1,03/01/2011,0,"DISCO",0,0,0,2,03/01/2011,""
111010003,26469,"H",121.13,1,03/01/2011,0,"DISCO",0,0,0,2,03/01/2011,""
415060001,26469,"D",499.98,1,03/01/2011,0,"COOPERATIVA ELECTRICA",0,0,0,2,03/01/2011,""
111010003,26469,"H",499.98,1,03/01/2011,0,"COOPERATIVA ELECTRICA",0,0,0,2,03/01/2011,""
417120001,26471,"D",12.10,1,03/01/2011,0,"COMISIONES BCO NACION",0,0,0,2,04/01/2011,""
112010010,26471,"H",12.10,1,03/01/2011,0,"COMISIONES BCO NACION",0,0,0,2,04/01/2011,""
112010013,26476,"D",140.00,1,03/01/2011,0,"TRANSF.PELLEGRINI",0,0,0,2,04/01/2011,""
112010013,26476,"D",25.00,1,03/01/2011,0,"TRANSF.PELLEGRINI",0,0,0,2,04/01/2011,""
522010001,26476,"H",140.00,1,03/01/2011,0,"DONACION PELLEGRINI",0,0,0,2,04/01/2011,""
121040001,26476,"H",25.00,1,03/01/2011,0,"TRNASF.PELLEGRINI",0,0,0,2,04/01/2011,""
112010013,26477,"D",5539.96,1,03/01/2011,0,"TRANSF.URRUTIA",0,0,0,2,04/01/2011,""
121040001,26477,"H",5539.96,1,03/01/2011,0,"TRANSF.URRUTIA",0,0,0,2,04/01/2011,""
417120001,26478,"D",836.72,1,03/01/2011,0,"COMISIONES C.C.GALICIA",0,0,0,2,04/01/2011,""
112010013,26478,"H",836.72,1,03/01/2011,0,"COMISIONES C.C.GALICIA",0,0,0,2,04/01/2011,""
414010001,26479,"D",3272.40,1,04/01/2011,0,"PROSEGUR ACTIVA",0,0,0,2,04/01/2011,""
112010013,26479,"H",3272.40,1,04/01/2011,0,"PROSEGUR ACTIVA",0,0,0,2,04/01/2011,""
112010013,26475,"D",300.00,1,03/01/2011,0,"TRANSF.SARAVI",0,0,0,2,04/01/2011,""
522010001,26475,"H",300.00,1,03/01/2011,0,"TRANSF.SARAVI",0,0,0,2,04/01/2011,""
111010003,26482,"D",111.19,1,04/01/2011,0,"GALLO",0,0,0,2,04/01/2011,""
121040001,26482,"H",111.19,1,04/01/2011,0,"GALLO",0,0,0,2,04/01/2011,""
111010003,26482,"D",125.00,1,04/01/2011,0,"MOGNETTI",0,0,0,2,04/01/2011,""
121040001,26482,"H",125.00,1,04/01/2011,0,"MOGNETTI",0,0,0,2,04/01/2011,""
111010003,26482,"D",25.00,1,04/01/2011,0,"OLGUIN",0,0,0,2,04/01/2011,""
121040001,26482,"H",25.00,1,04/01/2011,0,"OLGUIN",0,0,0,2,04/01/2011,""
111010003,26482,"D",100.00,1,04/01/2011,0,"CONSULTAS EXTERNAS",0,0,0,2,04/01/2011,""
511030001,26482,"H",100.00,1,04/01/2011,0,"CONSULTAS EXTERNAS",0,0,0,2,04/01/2011,""
417030002,26483,"D",84.00,1,04/01/2011,0,"REMIS",0,0,0,2,04/01/2011,""
111010003,26483,"H",84.00,1,04/01/2011,0,"REMIS",0,0,0,2,04/01/2011,""
417160001,26483,"D",60.00,1,04/01/2011,0,"RELOJERIA LA PERLITA",0,0,0,2,04/01/2011,""
111010003,26483,"H",60.00,1,04/01/2011,0,"RELOJERIA LA PERLITA",0,0,0,2,04/01/2011,""
416030001,26483,"D",135.00,1,04/01/2011,0,"CERRAJERIA MITRE",0,0,0,2,04/01/2011,""
111010003,26483,"H",135.00,1,04/01/2011,0,"CERRAJERIA MITRE",0,0,0,2,04/01/2011,""
417010001,26483,"D",45.20,1,04/01/2011,0,"CORREO ARGENTINO",0,0,0,2,04/01/2011,""
111010003,26483,"H",45.20,1,04/01/2011,0,"CORREO ARGENTINO",0,0,0,2,04/01/2011,""
415060006,26483,"D",199.96,1,04/01/2011,0,"CAMERANO Y GLENON",0,0,0,2,04/01/2011,""
111010003,26483,"H",199.96,1,04/01/2011,0,"CAMERANO Y GLENON",0,0,0,2,04/01/2011,""
415050001,26483,"D",195.00,1,04/01/2011,0,"LA BODEGA",0,0,0,2,04/01/2011,""
111010003,26483,"H",195.00,1,04/01/2011,0,"LA BODEGA",0,0,0,2,04/01/2011,""
417020001,26483,"D",56.90,1,04/01/2011,0,"BUENAS ONDAS",0,0,0,2,04/01/2011,""
111010003,26483,"H",56.90,1,04/01/2011,0,"BUENAS ONDAS",0,0,0,2,04/01/2011,""
416030001,26483,"D",310.00,1,04/01/2011,0,"LOPEZ E HIJOS",0,0,0,2,04/01/2011,""
111010003,26483,"H",310.00,1,04/01/2011,0,"LOPEZ E HIJOS",0,0,0,2,04/01/2011,""
112010013,26474,"D",7000.00,1,03/01/2011,0,"TRANSF.HELBLING",0,0,0,2,05/01/2011,""
112010013,26474,"D",3733.28,1,03/01/2011,0,"TRANSF.HELBLING",0,0,0,2,05/01/2011,""
121040001,26474,"H",7000.00,1,03/01/2011,0,"TRANSF.HELBLING",0,0,0,2,05/01/2011,""
121040001,26474,"H",3733.28,1,03/01/2011,0,"TRANSF.HELBLING",0,0,0,2,05/01/2011,""
112010013,26485,"D",6011.28,1,04/01/2011,0,"TRANSF.SOLANAS",0,0,0,2,05/01/2011,""
121040001,26485,"H",6011.28,1,04/01/2011,0,"TRANSF.SOLANAS",0,0,0,2,05/01/2011,""
112010013,26486,"D",335.00,1,04/01/2011,0,"TRANSF.JACA",0,0,0,2,05/01/2011,""
121040001,26486,"H",335.00,1,04/01/2011,0,"TRANSF.JACA",0,0,0,2,05/01/2011,""
212010001,26491,"D",288915.87,1,10/01/2011,0,"PAGO SUELDOS DICIEMBRE 2010",0,0,0,2,05/01/2011,""
112010013,26491,"H",288915.87,1,10/01/2011,0,"PAGO SUELDOS DICIEMBRE 2010",0,0,0,2,05/01/2011,""
111020002,26492,"D",6143.31,1,05/01/2011,0,"25575108.DE LA PAMPA",0,0,0,2,05/01/2011,""
121020005,26492,"H",6143.31,1,05/01/2011,0,"COBRO FLEITAS SEPTIEMBRE 2010",0,0,0,2,05/01/2011,""
417120001,26493,"D",160.93,1,05/01/2011,0,"COMISIONES BCO NACION",0,0,0,2,06/01/2011,""
112010010,26493,"H",160.93,1,05/01/2011,0,"COMISIONES BCO NACION",0,0,0,2,06/01/2011,""
417120001,26494,"D",2.42,1,05/01/2011,0,"COMISIONES BCO GALICIA",0,0,0,2,06/01/2011,""
112010013,26494,"H",2.42,1,05/01/2011,0,"COMISIONES BCO GALICIA",0,0,0,2,06/01/2011,""
111010003,26500,"D",5400.00,1,05/01/2011,0,"FABRI",0,0,0,2,06/01/2011,""
121040001,26500,"H",5400.00,1,05/01/2011,0,"FABRI",0,0,0,2,06/01/2011,""
111010003,26500,"D",143.00,1,05/01/2011,0,"LEJOVITZKY",0,0,0,2,06/01/2011,""
121040001,26500,"H",143.00,1,05/01/2011,0,"LEJOVITZKY",0,0,0,2,06/01/2011,""
111010003,26500,"D",164.00,1,05/01/2011,0,"GENTA",0,0,0,2,06/01/2011,""
121040001,26500,"H",164.00,1,05/01/2011,0,"GENTA",0,0,0,2,06/01/2011,""
111010003,26500,"D",134.00,1,05/01/2011,0,"MARI¥O",0,0,0,2,06/01/2011,""
